stamp,x,y,z
0,-2.5717582782094417e-15,-3.0,0.0
1,-1.2937699511648664,-2.717992210904007,0.10101010101010101
2,-2.3601156081305223,-1.9173922188674624,0.20202020202020202
3,-3.004673600133486,-0.7289259282463154,0.30303030303030304
4,-3.096195514743065,0.6478544158784969,0.40404040404040403
5,-2.590265278895532,1.9713055656313658,0.5050505050505051
6,-1.5429905006192917,2.9929840130556538,0.6060606060606061
7,-0.11104614863627743,3.49818690882261,0.7070707070707071
8,1.4645970777638047,3.346539241040747,0.8080808080808081
9,2.8918351481489437,2.5057894199724484,0.9090909090909091
10,3.874938534204406,1.0713057525587697,1.0101010101010102
11,4.170235299792438,-0.7353249992562552,1.1111111111111112
12,3.640533662652881,-2.5924122854756817,1.2121212121212122
13,2.296945972008983,-4.128338710995024,1.3131313131313131
14,0.317106655946401,-4.989729732389731,1.4141414141414141
15,-1.9682069621607938,-4.9163433146957685,1.5151515151515151
16,-4.122512779439881,-3.807780141197527,1.6161616161616161
17,-5.68040663023302,-1.766283914168395,1.7171717171717171
18,-6.241601323596295,0.89740679010344,1.8181818181818181
19,-5.564312130205228,3.7020126459975313,1.9191919191919191
20,-3.637460668030725,6.075566047214275,2.0202020202020203
21,-0.7128766810516622,7.4655823614824435,2.121212121212121
22,2.715048792079075,7.459535248954803,2.2222222222222223
23,5.984784041117699,5.89057113385301,2.323232323232323
24,8.388726275954731,2.9033663924605255,2.4242424242424243
25,9.31912421175213,-1.0393187517092801,2.525252525252525
26,8.409949584878351,-5.218085096890278,2.6262626262626263
27,5.643217788813395,-8.781018280708933,2.727272727272727
28,1.3924136590767262,-10.910693264727907,2.8282828282828283
29,-3.613583530977991,-11.002542809606219,2.929292929292929
30,-8.407050730333491,-8.817061050082618,3.0303030303030303
31,-11.961877247918748,-4.569971581312596,3.131313131313131
32,-13.405616777348623,1.0657465629624765,3.2323232323232323
33,-12.220580697847081,7.055555555555553,3.3333333333333335
34,-8.389488974563141,12.186060130299971,3.4343434343434343
35,-2.4488201257565327,15.304043414611808,3.5353535353535355
36,4.570586851898567,15.565989315745936,3.6363636363636362
37,11.313711365458692,12.64561919951303,3.7373737373737375
38,16.356284397332768,6.851131709095303,3.8383838383838382
39,18.497849062721507,-0.8811611537349716,3.9393939393939394
40,17.033967084691614,-9.126574673520073,4.040404040404041
41,11.947872126525741,-16.2272514716005,4.141414141414141
42,3.9739285627084673,-20.61869928402783,4.242424242424242
43,-5.491456697976394,-21.1646067294504,4.343434343434343
44,-14.625402032744335,-17.429875415657747,4.444444444444445
45,-21.522945476859377,-9.82919985309423,4.545454545454545
46,-24.586538556452087,0.390138239167443,4.646464646464646
47,-22.88235176884443,11.340802503322417,4.747474747474747
48,-16.38603806724538,20.83654241133154,4.848484848484849
49,-6.057988931493836,26.821880813690225,4.94949494949495
50,6.2805248231974105,27.80716342670578,5.05050505050505
51,18.259247116398726,23.21852148630968,5.151515151515151
52,27.407572851123906,13.583563173048548,5.252525252525253
53,31.656355620812825,0.502321821837799,5.353535353535354
54,29.792327252809596,-13.605699971293099,5.454545454545454
55,21.767486584817075,-25.941480339201874,5.555555555555555
56,8.789359559950272,-33.87504422253384,5.656565656565657
57,-6.841371659078208,-35.49640681831129,5.757575757575758
58,-22.12911939312049,-30.055124580719756,5.858585858585858
59,-33.950748807422926,-18.190362977238323,5.959595959595959
60,-39.685944136300456,-1.8904745196932544,6.0606060606060606
61,-37.784717492691776,15.82682654843051,6.161616161616162
62,-28.151312388597447,31.46542853475928,6.262626262626262
63,-12.254202038483088,41.733979505232206,6.363636363636363
64,7.077143846187917,44.22902096169812,6.4646464646464645
65,26.145908954104385,37.97795308416347,6.565656565656566
66,41.088094157328335,23.722222222222282,6.666666666666667
67,48.647957341306174,3.867512714465169,6.767676767676767
68,46.87447404570558,-17.90814349939259,6.8686868686868685
69,35.591981485689466,-37.32779588452473,6.96969696969697
70,16.53618077707701,-50.34892243322111,7.070707070707071
71,-6.890873763795072,-53.99559927657053,7.171717171717171
72,-30.217800400431422,-47.01981522758083,7.2727272727272725
73,-48.750449794602645,-30.24798103395473,7.373737373737374
74,-58.509108816400044,-6.5252498579211675,7.474747474747475
75,-57.070586633983176,19.752322078509295,7.575757575757575
76,-44.139118468471125,43.444277243383176,7.6767676767676765
77,-21.716167865727552,59.66468084817185,7.777777777777778
78,6.185800386443769,64.78063244902368,7.878787878787879
79,34.25055774159716,57.207910876369574,7.979797979797979
80,56.864070850125366,37.83244082360654,8.080808080808081
81,69.23023853420108,9.953805589312713,8.181818181818182
82,68.37600834120761,-21.261056031681175,8.282828282828282
83,53.83730518353571,-49.72710395364975,8.383838383838384
84,27.871953871820175,-69.62077500975529,8.484848484848484
85,-4.865690792932136,-76.56251158037338,8.585858585858587
86,-38.14781641174034,-68.56369681816108,8.686868686868687
87,-65.35083306040545,-46.536117556021146,8.787878787878787
88,-80.7663938674086,-14.241294373351026,8.88888888888889
89,-80.78759563141195,22.33537775408664,8.98989898989899
90,-64.72589123167926,56.08530401549563,9.09090909090909
91,-35.077965197712366,80.15159173282025,9.191919191919192
92,2.835161650995472,89.31354660838902,9.292929292929292
93,41.81138180393705,81.102765864549,9.393939393939394
94,74.12845094277833,56.415004712351,9.494949494949495
95,93.0669254193338,19.473517844093113,9.595959595959595
96,94.29606335173895,-22.87597744579846,9.696969696969697
97,76.83881672703654,-62.42497138354378,9.797979797979798
98,43.404988610407024,-91.18655202282545,9.8989898989899
99,8.829703421852417e-14,-103.0,10.0
