stamp,x,y,z
0,-1.2246467991473533e-15,-2.0,0.0
1,-0.627250581282687,-1.9098358495798486,0.10101010101010101
2,-1.2100137125753412,-1.6434053352858111,0.20202020202020202
3,-1.7039522670070393,-1.2133789164400262,0.30303030303030304
4,-2.0656909828688157,-0.6423126005213814,0.40404040404040403
5,-2.2547921609884694,0.03577895446147596,0.5050505050505051
6,-2.2371093761675063,0.7742710830416112,0.6060606060606061
7,-1.9893640053756176,1.5139933225433253,0.7070707070707071
8,-1.5044067523885074,2.1852095164104184,0.8080808080808081
9,-0.7963019375187499,2.711955346910398,0.9090909090909091
10,0.09582800606160427,3.018783455527706,1.0101010101010102
11,1.1062873771768547,3.0394995882210862,1.1111111111111112
12,2.1445405417276846,2.7270051349295223,1.2121212121212122
13,3.100751436983823,2.0629721631711786,1.3131313131313131
14,3.855171951828064,1.0658408778978419,1.4141414141414141
15,4.29081856078798,-0.20439687991135877,1.5151515151515151
16,4.308269725507944,-1.6459515343736117,1.6161616161616161
17,3.840899480775307,-3.1204025567731373,1.7171717171717171
18,2.8685240066652335,-4.463510479980318,1.8181818181818181
19,1.427348758489991,-5.501140553533298,1.9191919191919191
20,-0.3856945678370132,-6.068972746768417,2.0202020202020203
21,-2.415635317873097,-6.03396531670134,2.121212121212121
22,-4.459835020294259,-5.3150244078131585,2.2222222222222223
23,-6.285766056749281,-3.9001021174060435,2.323232323232323
24,-7.654912427070103,-1.8570616609732422,2.4242424242424243
25,-8.350553087971264,0.663868988659941,2.525252525252525
26,-8.2064217074286,3.4374112489227855,2.6262626262626263
27,-7.132776974483987,6.180586431119968,2.727272727272727
28,-5.136354630035405,8.579133809188267,2.8282828282828283
29,-2.3310522264085107,10.320785609589887,2.929292929292929
30,1.062986680769831,11.132100158948596,3.0303030303030303
31,4.733033854465459,10.814772037731387,3.131313131313131
32,8.299882828383698,9.276987387954433,3.2323232323232323
33,11.354555294062646,6.555555555555547,3.3333333333333335
34,13.502300615562747,2.8252495802214015,3.4343434343434343
35,14.409390212924512,-1.6070125377342614,3.5353535353535355
36,13.847455664818364,-6.323921107020463,3.6363636363636362
37,11.729932821989728,-10.834412807623128,3.7373737373737375
38,8.135622601157946,-14.622288086746137,3.8383838383838382
39,3.3154593571238657,-17.202236626609658,3.9393939393939394
40,-2.3197895976688563,-18.17743784246878,4.040404040404041
41,-8.231136066621948,-17.292227026780463,4.141414141414141
42,-13.800312866903074,-14.473351590314236,4.242424242424242
43,-18.391896309739554,-9.854135224279483,4.343434343434343
44,-21.42260815811742,-3.7773838154213686,4.444444444444445
45,-22.43049912097121,3.2250188970690092,4.545454545454545
46,-21.13616494273089,10.47536873458628,4.646464646464646
47,-17.488457668090934,17.21315309082193,4.747474747474747
48,-11.688352911426984,22.672241591126244,4.848484848484849
49,-4.1866420301062135,26.164662204574736,4.94949494949495
50,4.346239399776263,27.162075223439775,5.05050505050505
51,13.07691812878277,25.36568234462601,5.151515151515151
52,21.087923180105392,20.75595555398517,5.252525252525253
53,27.47147445792216,13.615233672202864,5.353535353535354
54,31.428875865343336,4.518790154098826,5.454545454545454
55,32.364916524919714,-5.706808011720648,5.555555555555555
56,29.96653643581894,-16.05567458998133,5.656565656565657
57,24.256055465116905,-25.439018834330447,5.757575757575758
58,15.611452738860251,-32.79702616907598,5.858585858585858
59,4.749341736963026,-37.21495445235272,5.959595959595959
60,-7.329879692041708,-38.03102717460646,6.0606060606060606
61,-19.43110232874465,-34.923839271195654,6.161616161616162
62,-30.28022849515971,-27.968488857045696,6.262626262626262
63,-38.65560099266885,-17.653421461617388,6.363636363636363
64,-43.521830080981445,-4.853788090390146,6.4646464646464645
65,-44.15167014350026,9.238387671151626,6.565656565656566
66,-40.22206875354391,23.222222222222268,6.666666666666667
67,-31.872524260777908,35.624720457299226,6.767676767676767
68,-19.717306389864216,45.05316893165719,6.8686868686868685
69,-4.807618689722512,50.347660745161015,6.96969696969697
70,11.455023786255136,50.717372743227955,7.070707070707071
71,27.447594870092463,45.84508004060645,7.171717171717171
72,41.485030354223035,35.946983428632876,7.2727272727272725
73,51.994958902292524,21.77904852930374,7.373737373737374
74,57.68982987751185,4.586341600763686,7.474747474747475
75,57.71793261343437,-14.002218944792181,7.575757575757575
76,51.77611735707682,-32.12530391877637,7.6767676767676765
77,40.170257780657536,-47.87304902553417,7.777777777777778
78,23.814382764982795,-59.4854523691419,7.878787878787879
79,4.165503921107143,-65.54494639509282,7.979797979797979
80,-16.902123726212977,-65.14242417492498,8.080808080808081
81,-37.2729396629305,-57.997826205600965,8.181818181818182
82,-54.80001077265831,-44.52032514313067,8.282828282828282
83,-67.52837744041922,-25.79885744008612,8.383838383838384
84,-73.90884523111883,-3.5207122252024052,8.484848484848484
85,-72.97920554552093,20.176589132435574,8.585858585858587
86,-64.49226597065893,42.90758293309641,8.686868686868687
87,-48.97476677056144,62.27648200938307,8.787878787878787
88,-27.707854080284434,76.12670342712508,8.88888888888889
89,-2.627653002372012,82.77658835277177,8.98989898989899
90,23.847147497272175,81.21592591536923,9.09090909090909
91,49.04578927825703,71.24092290901265,9.191919191919192
92,70.3123503135783,53.51078464244408,9.292929292929292
93,85.28263586927471,29.51660725336054,9.393939393939394
94,92.14246626500349,1.4621130769846173,9.494949494949495
95,89.83953337823316,-27.934993565039623,9.595959595959595
96,78.22472352022034,-55.70357345191632,9.696969696969697
97,58.10521902589957,-78.91681388624588,9.797979797979798
98,31.20022455376083,-94.99761203227851,9.8989898989899
99,6.245698675651501e-14,-102.0,10.0
